year,brand,superbowl_ads_dot_com_url,youtube_url,funny,show_product_quickly,patriotic,celebrity,danger,animals,use_sex,id,kind,etag,view_count,like_count,dislike_count,favorite_count,comment_count,published_at,title,description,thumbnail,channel_title,category_id,index,sentiment_type,sentiment_score
2014,Toyota,https://superbowl-ads.com/2014-toyota-highlander-no-room-for-boring/,https://www.youtube.com/watch?v=b01P9PaaoLk,True,True,False,True,False,True,False,b01P9PaaoLk,youtube#video,3N683_42b4ql-BiC6Lg_ERmBlAE,25834.0,140.0,5.0,0.0,18.0,2014-02-03T19:14:10Z,Toyota Highlander - Big Game Ad Starring Terry Crews and the Muppets 2014,,https://i.ytimg.com/vi/b01P9PaaoLk/sddefault.jpg,HalfTime SuperBowl,22.0,116,compound,0.0
2009,Bud Light,https://superbowl-ads.com/2009-bud-light-skier/,https://www.youtube.com/watch?v=LEVQAU_LITI,True,True,False,False,True,False,True,LEVQAU_LITI,youtube#video,TVVWzzUi7U-mVBC9NRc3tjARAjo,30123.0,33.0,2.0,0.0,6.0,2009-02-02T01:37:54Z,Bud Light - Skier Super Bowl XLIII Commercial 2009,"Man uses fellow skiers to explain the difference between Bud Light and other light beers.

Bud Light Skier Super Bowl XLIII Commercial

Honors:
2/2/09
#30 - Most Viewed (Today) - Comedy - Canada
#84 - Most Viewed (Today) - Comedy
#85 - Most Viewed (Today) - Comedy - South Korea",,reggiep08v2,23.0,117,compound,0.9381
2014,Kia,https://superbowl-ads.com/2014-kia-the-truth/,https://www.youtube.com/watch?v=FTNMYoKHwvU,False,False,False,True,True,False,False,FTNMYoKHwvU,youtube#video,xLuSe6KFhaag7LRCves7wOZHSYk,17209.0,198.0,2.0,0.0,10.0,2014-02-13T05:35:32Z,'The Truth'   Official Kia Quoris Morpheus Big Game Commercial 2014,,https://i.ytimg.com/vi/FTNMYoKHwvU/sddefault.jpg,KIA OMAN,2.0,118,compound,0.0
2014,Hynudai,https://superbowl-ads.com/2014-hyundai-elantra-nice/,https://www.youtube.com/watch?v=2jMWybAKjWw,True,True,False,True,True,False,True,2jMWybAKjWw,youtube#video,9IN4zYXq_7jjohSvhxRwKjjs3wI,1874.0,20.0,0.0,0.0,0.0,2014-02-03T19:16:21Z,Nice - Hyundai Elantra - Super Bowl Commercial 2014,,https://i.ytimg.com/vi/2jMWybAKjWw/sddefault.jpg,HalfTime SuperBowl,22.0,119,compound,0.0
2013,Bud Light,https://superbowl-ads.com/video-bud-light-2013-super-bowl-xlvii-commercial-lucky-chair/,https://www.youtube.com/watch?v=7HMTkEMdqBQ,True,True,True,True,True,True,True,7HMTkEMdqBQ,youtube#video,wytmdnDaLQWB_RptlPyGkcCXXr4,546.0,,,0.0,0.0,2013-08-21T07:12:08Z,Super Bowl XLVII - Bud Light: The Lucky Chair (2013),"""It's only weird if it doesn't work. Here we go.""

And, indeed, here we do go again! Bud Light is back once again with this strange but humorous commercial which aired during Super Bowl XLVII. Enjoy!

Everything ©2013 Anheuser-Busch, Inc.",https://i.ytimg.com/vi/7HMTkEMdqBQ/sddefault.jpg,Mister Alcohol,24.0,120,compound,0.9298
2008,Bud Light,https://superbowl-ads.com/2008-bud-light-wheel-suck/,https://www.youtube.com/watch?v=WX8Du9pusdA,True,True,False,False,False,False,False,WX8Du9pusdA,youtube#video,pXmgzBdi2vBXBDym-UYTppEth_0,598260.0,755.0,54.0,0.0,83.0,2008-02-01T22:34:12Z,Bud Light Wheel Suck Commercial,Bud Light Wheel Suck Super Bowl Commercial,,BudBowlXLII,23.0,121,compound,0.25
2003,Budweiser,https://superbowl-ads.com/2003-budweiser-great-listener/,https://www.youtube.com/watch?v=zx4SnN9HuRw,True,True,False,False,False,False,False,zx4SnN9HuRw,youtube#video,qAn_9JBeqSKxYm3bfXkHGtpCUTo,27378.0,18.0,2.0,0.0,0.0,2010-01-04T19:29:19Z,Budweiser great listener,Men are such good listeners.......,,Adrian Ciocoiu,24.0,122,compound,0.4404
2013,Bud Light,https://superbowl-ads.com/video-bud-light-2013-super-bowl-xlvii-ad-journey/,https://www.youtube.com/watch?v=leptS7k6sLE,True,True,False,True,False,False,False,leptS7k6sLE,youtube#video,8jYF2UW5xcwBmmF7z8YiaCdHiWM,394.0,1.0,0.0,0.0,0.0,2013-09-01T05:29:21Z,Super Bowl Ad 2013 Bud Light Journey Stevie Wonder,,https://i.ytimg.com/vi/leptS7k6sLE/sddefault.jpg,Iulian Craciun,22.0,123,compound,0.0
2011,Doritos,https://superbowl-ads.com/2011-doritos-pug-attack/,https://www.youtube.com/watch?v=1A6frF5zfDE,True,True,False,False,True,True,False,1A6frF5zfDE,youtube#video,IVgAcyH-KgjKaSQFgdwSZoUd4DU,122388.0,561.0,8.0,0.0,25.0,2011-06-20T23:59:47Z,Doritos pug attack commercial original,This is the Doritos pug attack commercial as seen on the superbowl brought to you by TvAdCentral.,https://i.ytimg.com/vi/1A6frF5zfDE/sddefault.jpg,Thomas Myzia,23.0,124,compound,-0.4767
2005,Bud Light,https://superbowl-ads.com/2005-bud-light-skydiver/,https://www.youtube.com/watch?v=Y9wyIID8Khs,True,False,False,False,False,False,False,Y9wyIID8Khs,youtube#video,JdPfQKdk26uO5zc_dhJZgnwXGeE,16997.0,69.0,3.0,0.0,2.0,2021-01-15T17:41:05Z,Bud Light Legends - Skydiver,"A cold Bud Light always feels good going down.
See More Classics at https://www.budlight.com/vault",https://i.ytimg.com/vi/Y9wyIID8Khs/sddefault.jpg,Bud Light,10.0,125,compound,0.4404
2005,Budweiser,https://superbowl-ads.com/2005-budweiser-tryouts/,,True,False,False,False,False,True,False,,,,,,,,,,,,,,,126,compound,0.0
2014,Doritos,https://superbowl-ads.com/2014-doritos-time-machine/,https://www.youtube.com/watch?v=Y-P0Hs0ADJY,True,True,False,False,False,True,False,Y-P0Hs0ADJY,youtube#video,MmpQz673GZ8w7Ka26pwUvK1rwv4,7952240.0,18729.0,1430.0,0.0,607.0,2013-11-17T22:52:21Z,Doritos Time Machine - Crash the Super Bowl 2014 WINNER OFFICIAL,"INIMITABLE VISCERAL CREATOR - Raising The Vibration of the World One Story at a Time!

Thank you for watching this video. Your comments and questions are welcomed, so please take a second and say hi!
--
► Subscribe to My Channel Here https://www.youtube.com/user/RyanThomasAndersen

  Ryan Thomas Andersen was born March 20, 1985, in Phoenix, Arizona. Growing up, Ryan was very artistic: he loved drawing, movies, and music of all genres. After graduating from Arcadia High School in 2003, Ryan went to Scottsdale Community College to study film. After 2 semesters he dropped out to work on a feature film as a non-paid PA in Superior, AZ. Ryan would soon go on to write, direct, shoot, and edit several short films winning numerous film awards, becoming the most leading filmmaker of Arizona by 2012. Andersen then went on to win the global contest Doritos Crash The Super Bowl in 2014 with his commercial 'Time Machine' which aired during the SuperBowl, becoming an immediate favorite for over 100 million people. In March 2014, he began creating the concept for IM'perfect. Andersen's Visceral Experience, IM'perfect marks the beginning of his grand entrance to the world of feature length cinema, and was named 'BEST ARIZONA FEATURE', along with, 'FILMMAKER of the YEAR' in 2017. 

----
Follow Me Online Here:

Instagram: http://instagram.com/littleKING.love
Facebook: http://facebook.com/RyanThomasAndersen
Snapchat: http://snapchat.com/add/littleKING.love
Website: http://littleKING.love
Soundcloud: https://soundcloud.com/user-129382129
Twitter: http://twitter.com/littleKINGrta
IM'PERFECT Movie: https://www.visceralperception.com/store",https://i.ytimg.com/vi/Y-P0Hs0ADJY/sddefault.jpg,Ryan Thomas Andersen,23.0,127,compound,0.99
2008,Bud Light,https://superbowl-ads.com/2008-bud-light-wine-cheese-party/,https://www.youtube.com/watch?v=aEWtTVaIH0M,True,False,False,False,False,False,False,aEWtTVaIH0M,youtube#video,plFLAZxRZdOL2EQLtijcC8-xztg,555734.0,414.0,58.0,0.0,45.0,2008-02-01T22:05:19Z,Bud Light Wine & Cheese Party Commercial,Bud Light Wine & Cheese Party Super Bowl Commercial,,BudBowlXLII,23.0,128,compound,0.765
2012,Pepsi,https://superbowl-ads.com/2012-pepsi-kings-court/,https://www.youtube.com/watch?v=3rZs8ZKTsp0,False,True,False,True,False,False,False,3rZs8ZKTsp0,youtube#video,bkL_dWrlKt608UpWMa8pvZzfiNI,582575.0,1526.0,138.0,0.0,304.0,2012-02-03T16:36:54Z,Super Bowl 2012 Commercial: Pepsi - King's Court,"Discover more on: http://www.facebook.com/adawardscom

Super Bowl XLVI Pepsi commercial

Starring Elton John, Glee and X Factor

Agency: TBWA\Chiat\Day",https://i.ytimg.com/vi/3rZs8ZKTsp0/sddefault.jpg,selectionadawards,22.0,129,compound,0.8542
2012,Doritos,https://superbowl-ads.com/2012-doritos-mans-best-friend/,https://www.youtube.com/watch?v=kMmd0WaQFGE,True,False,False,False,True,True,False,kMmd0WaQFGE,youtube#video,G-QQPwfeFXPWCafHe6NchJ9xPes,86928.0,130.0,12.0,0.0,6.0,2014-11-06T15:01:28Z,Doritos Crash the Superbowl Winner 2012 - Man's Best Friend,"The original, high-resolution commercial. We shot it, we created it; this is the real one, folks. Winner of the #1 Ad on the traditional USA Today Ad-Meter for Superbowl XLVI in 2012. Starring L. Derek Leonidoff, Huff the Great Dane diJulio. Written/Directed/Edited by Jonathan Friedman, Assistant Directed by Matthew Friedman.",https://i.ytimg.com/vi/kMmd0WaQFGE/sddefault.jpg,Frame25 Productions,24.0,130,compound,0.9042
2012,Toyota,https://superbowl-ads.com/2012-toyota-camry-its-reinvented/,https://www.youtube.com/watch?v=oYdJKey7VpU,True,True,False,False,True,True,True,oYdJKey7VpU,youtube#video,m4ZcSJCY6OGIpOvXql6oZuJ4jcM,116294.0,1153.0,13.0,0.0,56.0,2012-02-05T18:28:12Z,Toyota Camry 2012 Super Bowl Commercial shows Reinvented Possibilities,"http://www.MotorcarLife.com : This commercial shown in a 2012 Super Bowl / Big Game Commercial discusses how Toyota reinvented the 2012 Camry, and also explored other areas for reinvention including a Couch (Female & Male), DMV, Baby, Blender, Plants, Police Officer, Curtains, and Rain.",https://i.ytimg.com/vi/oYdJKey7VpU/sddefault.jpg,autos4saleinsider,2.0,131,compound,0.5994
2016,Doritos,https://superbowl-ads.com/doritos-2016-super-bowl-50-ad-ultrasound/,https://www.youtube.com/watch?v=Qh_gOK6xDNA,True,True,False,False,False,False,False,Qh_gOK6xDNA,,,,,,,,,,,,,,132,compound,0.0
2002,Bud Light,https://superbowl-ads.com/2002-bud-light-falcon/,https://www.youtube.com/watch?v=ZBD4dYTpYAU,True,True,False,False,True,True,True,ZBD4dYTpYAU,youtube#video,24YnTVCbrFZF3v_CaVsX9lI4GHM,3548.0,13.0,0.0,0.0,0.0,2017-12-26T08:00:04Z,Bud Light - Hawk Superbowl XXXVI Commercial,An actual funny commercial from the Super Bowl...,,Unknown Classics!,24.0,133,compound,0.7783
2002,Bud Light,https://superbowl-ads.com/2002-bud-light-robobash/,https://www.youtube.com/watch?v=oJvsWvaTr4w,True,False,False,False,True,False,False,oJvsWvaTr4w,youtube#video,V0PmdH2yEm7zj3aeyllkn_1GZfw,63129.0,178.0,5.0,0.0,15.0,2008-05-29T10:34:49Z,Bud Light Battle Bot commercial,Bud Light Beer Fridge Battle Bot commercial.,,Bartlett373,23.0,134,compound,-0.3818
2013,E-Trade,https://superbowl-ads.com/video-etrade-baby-2013-super-bowl-xlvii-commercial-save-it/,https://www.youtube.com/watch?v=F0nhq4GO90s,True,True,False,False,False,True,False,F0nhq4GO90s,youtube#video,aYVtlrZEBFcFG8y9sMMz0hxR07Y,139.0,1.0,0.0,0.0,,2013-02-04T03:24:40Z,E TRADE Baby Super Bowl Commercial  Save It,Smh,https://i.ytimg.com/vi/F0nhq4GO90s/sddefault.jpg,JungleJuice2000,24.0,135,compound,-0.3182
2008,Bud Light,https://superbowl-ads.com/2008-bud-light-breathe-fire/,https://www.youtube.com/watch?v=AhqPl1IKVo4,True,True,False,False,True,True,False,AhqPl1IKVo4,youtube#video,dFZeCFa59kLExLFDTL68qXGbHXo,24595.0,26.0,3.0,0.0,5.0,2008-02-04T01:12:21Z,Budweiser breath fire superbowl commercial,"Budweisers breathing fire superbowl commercial.

Super bowl commercial
Super bowl commercial
Super bowl commercial
Super bowl commercial
Super bowl commercial
Super bowl commercial
Super bowl commercial
Budweiser fire
Budweiser fire
Budweiser fire
Budweiser fire
Budweiser fire
Budweiser fire
Budweiser fire
Budweiser fire",,Reijer Kolle,17.0,136,compound,0.8934
2012,Coca-Cola,https://superbowl-ads.com/2012-coca-cola-arghh-ny-bear/,https://www.youtube.com/watch?v=jhvAXT9R_3U,False,True,False,False,False,True,False,jhvAXT9R_3U,youtube#video,DiZS5Mqvr31sC3vkwdffFZ-Dlyc,15776.0,63.0,4.0,0.0,2.0,2013-05-25T19:32:12Z,Coke Coca Cola Polar Bears Super Bowl Open Happiness Campaign 'Argh' TVC Commercial Advert in 2012,"Coke Coca Cola Polar Bears Super Bowl Open Happiness Campaign 'Argh' TVC Commercial Advert in 2012. A polar bear stops watching the game and roars 'Argh' in frustration into an Arctic ice cave, startling other bears, seals, and a 'lost' penguin! For more information on this famous soft drink look no further than the corporate website at - http://www.coca-cola.com -- ""Dr John S Pemberton invented Coca-Cola on 8 May 1886 in Atlanta, Georgia. He tried it out on customers at his local chemist, Jacobs' Pharmacy, where it proved so popular it immediately went on sale at five cents a glass. It was Dr Pemberton's friend and business partner, Frank M Robinson, who came up with the name Coca-Cola and wrote it out by hand in the Spencerian script that we still use as our logo ... The Coca-Cola Company is the world's leading manufacturer, marketer and distributor of non-alcoholic beverage concentrates and syrups, and produces over 500 brands. The Coca-Cola Company continues to be based in Atlanta, USA, with operations in over 200 countries.""",,Travel Links Directory,19.0,137,compound,0.9218
2004,Pepsi,https://superbowl-ads.com/2004-pepsi-jimi-hendrix/,https://www.youtube.com/watch?v=NOOmu1Rz17Y,True,True,False,False,False,False,False,NOOmu1Rz17Y,youtube#video,eDAKp0h7ms8vpfdW0MD2iwp9pZE,55676.0,222.0,9.0,0.0,26.0,2010-03-14T17:56:01Z,Jimi Hendrix Pepsi Vs Coca Cola Commercial,"Funny Video how Jimi Hendrix First Started.




""Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.""",,rorys50,24.0,138,compound,0.8225
2010,Doritos,https://superbowl-ads.com/hd-exclusive-dog-shock-collar-doritos-commercial-super-bowl-44-2010-super-bowl-xliv/,https://www.youtube.com/watch?v=UBaZDWIs3fs,True,True,False,False,True,True,False,UBaZDWIs3fs,youtube#video,CVv0NSzl8pSUQbSjcziF0Pc2_Ww,132054.0,273.0,18.0,0.0,15.0,2010-02-08T01:33:11Z,"Doritos SuperBowl Commercial - ""Dog Shock Collar""","Guy offers his dog Doritos if he can bark.....But his dog has a better idea.
---------------------------------------------------------------------------------------------------------------------
This post may contain copyrighted material the use of which has not always been specifically authorized by the copyright owner. I believe this constitutes a ""fair use"" of any such copyrighted material as provided for in section 107 of the US Copyright Law. In accordance with Title 17 U.S.C. Section 107, the material in this post is distributed without profit to those who have expressed a prior interest in receiving the included information for research and entertainment purposes.",,DrewSch8,24.0,139,compound,0.8222
2012,Kia,https://superbowl-ads.com/2012-kia-optima-drive-the-dream-extended-version/,https://www.youtube.com/watch?v=9RI6OGXq11Y,True,False,False,True,False,False,True,9RI6OGXq11Y,youtube#video,9R2qYH37961fdc51iGBTweNoECg,56257.0,396.0,5.0,0.0,42.0,2012-02-14T13:28:18Z,A Dream Car. For Real Life - 2012 Kia Optima Big Game Full Commercial - Extended Version,"he new 2012 Kia Optima is tearing up the track with Adriana Lima, Chuck Liddell and Motley Crue.",https://i.ytimg.com/vi/9RI6OGXq11Y/sddefault.jpg,Hendy Group,2.0,140,compound,-0.6369
2012,NFL,https://superbowl-ads.com/2012-nfl-timeline/,https://www.youtube.com/watch?v=CPr4-P19NtE,False,True,False,True,False,False,False,CPr4-P19NtE,youtube#video,Zrd8AbwaJ9K-av8O1IzJKspb5CE,403641.0,1980.0,42.0,0.0,206.0,2012-02-03T23:55:12Z,NFL Timeline,"Watch football evolve from its humble beginnings into America's favorite sport in the NFL's new 2012 Super Bowl commercial, ""Timeline."" 
Then explore the history of Player Health & Safety at http://nfl.com/evolution",,NFLSuperBowlAd,17.0,141,compound,0.8658
2005,Bud Light,https://superbowl-ads.com/2005-bud-light-sharon/,,True,True,False,False,False,False,True,,,,,,,,,,,,,,,142,compound,0.0
2010,Hynudai,https://superbowl-ads.com/hd-exclusive-2010-super-bowl-xliv-commercial-with-brett-favre-hyundai-commercial/,https://www.youtube.com/watch?v=KqAWv2wCW8I,False,False,False,True,False,False,False,KqAWv2wCW8I,youtube#video,feGcc1YtCMg6cfGnfFZDgeJByiA,176547.0,306.0,11.0,0.0,84.0,2010-02-04T17:20:09Z,[HD] Super Bowl 2010 Commercial with Brett Favre | New Hyundai Super Bowl 44 XLIV Commercial,"Hyundai is the biggest spender in the 2010 Super Bowl 44 XLIV game! Brett Favre is featured in this commercial as a 50 year old quarterback who wins the MVP award in the 2020 Super Bowl. Hyundai outspent other advertisers, such as Pepsi, GoDaddy, Doritos, Coca-Cola, Monster, CareerBuilder, E-Trade, and many more! This commercial is sure to become a Super Bowl classic!

For more Hyundai Super Bowl commercials, please visit http://www.HyundaiSuperBowl.com.

For more information on Hyundai models, such as the Hyundai Sonata, Hyundai Tucson, Hyundai Genesis, and more, please visit http://www.worldhyundaimtteson.com.

http://www.worldhyundaimatteson.com
http://www.facebook.com/worldhyundai
http://www.twitter.com/worldhyundaiusa
http://www.worldhyundaiblog.com
http://www.hyundaisuperbowl.com
http://www.chicago-car-credit.com

World Hyundai Matteson is Chicago's leading dealer of new and used Hyundais. World Hyundai has continued to exceed Hyundai USA's expectations in new vehicle sales. Our personnel are trained tirelessly in our philosophy as well as the Hyundai product itself. World Hyundai Matteson serves customers from all across Illinois and Indiana, including Chicago, Joliet, Tinley Park, Orland Park, Calumet City, Schaumburg, Countryside, Aurora, Naperville, Bourbonnais, Kankakee, Merrillville IN, and Highland IN.

World Hyundai Matteson
5337 Miller Circle
Matteson, IL 60443
(866) 583-9211
sales@worldhyundaimatteson.com

Visit our World Hyundai Community Page on NING!
http://www.myworldhyundai.com",https://i.ytimg.com/vi/KqAWv2wCW8I/sddefault.jpg,World Hyundai Matteson,24.0,143,compound,0.9861
2004,Bud Light,https://superbowl-ads.com/2004-bud-light-paintball/,https://www.youtube.com/watch?v=qbS0gF3YdBg,True,True,False,False,True,False,False,qbS0gF3YdBg,youtube#video,Iu0TdsddVDRziWLIF227-m2tyzk,561.0,6.0,0.0,0.0,1.0,2010-09-07T15:09:18Z,Bud Light Paintball Commercial.avi, ,,70R0N70,29.0,144,compound,0.0
2008,Bud Light,https://superbowl-ads.com/2008-bud-light-x-ray-vision/,https://www.youtube.com/watch?v=cOEMI8HRhlA,True,True,False,False,False,False,True,cOEMI8HRhlA,youtube#video,61iU8EOYpvYm79LtcTQ_dYAY5H8,166102.0,161.0,10.0,0.0,24.0,2008-10-27T10:54:59Z,Bud Light Commercial - X-Ray Vision,Funny Bud Light commercial,,oktopan,26.0,145,compound,0.4404
2016,Toyota,https://superbowl-ads.com/pokemon-2016-super-bowl-50-ad-20-years-2/,https://www.youtube.com/watch?v=KLkQ9c9-QFI,True,False,False,False,True,False,False,KLkQ9c9-QFI,,,,,,,,,,,,,,146,compound,0.0
2006,Bud Light,https://superbowl-ads.com/2006-bud-light-magic-fridge/,https://www.youtube.com/watch?v=67dRRrRz2t8,True,True,False,False,False,False,False,67dRRrRz2t8,youtube#video,9SYOs1EmFUzH1GeM9IMv1TEnxdE,95355.0,328.0,14.0,0.0,9.0,2012-12-17T18:18:48Z,Funny Bud Light Commercial Secret Magic Fridge,guy tries to hide his beer from friends but ends up giving it away for free,,FunniestAds,24.0,147,compound,0.85
2007,Coca-Cola,https://superbowl-ads.com/2007-coca-cola-happiness-factory/,https://www.youtube.com/watch?v=NwZpO6saPxI,False,True,False,False,False,True,False,NwZpO6saPxI,youtube#video,MwStIJBm6GJQAkyYQXsygKqw3Mk,11311.0,29.0,3.0,0.0,1.0,2008-12-07T21:31:15Z,Coca-Cola Happiness Factory commercial HD,wonderful Coca-Cola tv commercial,,tmx643,1.0,148,compound,0.5719
2007,Budweiser,https://superbowl-ads.com/2007-budweiser-dalmatian/,https://www.youtube.com/watch?v=esOPYOeotTU,False,False,False,False,True,True,False,esOPYOeotTU,youtube#video,Kzcw082LYhDi5AQGXE7Y1Y90euU,48035.0,47.0,2.0,0.0,1.0,2014-03-09T16:21:42Z,2014 Super Bowl Commercial Budweiser Dalmatian - 2007 Super Bowl Commercial TVC,"2014 Super Bowl Commercial Budweiser Dalmatian - 2007 Super Bowl Commercial
Advertisement  Ads Best Ad",,Best Funny TVC Commercials n Trailers,24.0,149,compound,0.9186
2013,Doritos,https://superbowl-ads.com/video-doritos-2013-super-bowl-xlvii-ad-fashionista-daddy/,https://www.youtube.com/watch?v=w_2k5LMeduc,True,True,False,False,False,False,False,w_2k5LMeduc,youtube#video,cD94C-OlS2iftgaoNiJD9VEf0Lg,1404745.0,2491.0,359.0,0.0,,2012-12-31T05:22:05Z,Fashionista Daddy - Doritos Commercial,Fashionista Daddy is a TOP 5 FINALIST for the Doritos Crash the Super Bowl Contest.  Please visit http://bit.ly/VoteFashionistaDaddy to vote for it to air in the SUPER BOWL!,https://i.ytimg.com/vi/w_2k5LMeduc/sddefault.jpg,Cindy Doritos,24.0,150,compound,0.8588
2010,Bud Light,https://superbowl-ads.com/hd-exclusive-bud-light-auto-tune-t-pain-2010-superbowl-44-xliv-commercial-ad/,https://www.youtube.com/watch?v=bDhjcP02GQg,True,True,False,True,False,False,False,bDhjcP02GQg,youtube#video,YHbi5ie-krEgS8aasff6tK39yEU,34565.0,100.0,6.0,0.0,15.0,2010-02-08T01:52:12Z,t-pain bud light superbowl 44 commercial hd,best superbowl 44 commercial in hd,https://i.ytimg.com/vi/bDhjcP02GQg/sddefault.jpg,corymahler1,17.0,151,compound,0.6369
2009,Doritos,https://superbowl-ads.com/2009-doritos-power-of-the-crunch/,https://www.youtube.com/watch?v=7DZao4kN73M,True,True,False,False,True,True,True,7DZao4kN73M,youtube#video,DeVG4SAvMtc0kyW_F6oYgau5OQw,640393.0,1921.0,215.0,0.0,208.0,2009-01-31T23:48:04Z,Power of the Crunch,2009 Doritos Crash The Superbowl Finalist,https://i.ytimg.com/vi/7DZao4kN73M/sddefault.jpg,DoritosCTSB,24.0,152,compound,-0.4019
2009,Coca-Cola,https://superbowl-ads.com/2009-coke-zero-mean-troy/,https://www.youtube.com/watch?v=XKFUcEkIbEg,True,True,False,True,True,False,False,XKFUcEkIbEg,youtube#video,T5vCNqWF-T1kbFpIZmltxQmlgNQ,45799.0,99.0,7.0,0.0,21.0,2009-02-02T06:06:22Z,Mean Troy - Coke Zero Super Bowl Ad,The 1980 Super Bowld ad redone for the 2008 super bowl,,LakaiSkater3,17.0,153,compound,0.8316
2009,Pepsi,https://superbowl-ads.com/2009-pepsi-anthem/,https://www.youtube.com/watch?v=WIzKwJmYLNs,False,False,True,True,True,False,False,WIzKwJmYLNs,youtube#video,9yeJo55b0TdYwGKheSZhqfKOdUg,1294.0,7.0,0.0,0.0,2.0,2009-08-09T23:12:05Z,Pepsi Super Bowl 2009 Commercial: Anthem,http://www.funnycommercialsworld.com/ Pepsi Super Bowl 2009 Commercial: Anthem,https://i.ytimg.com/vi/WIzKwJmYLNs/sddefault.jpg,FunnyAdsWorldCom,10.0,154,compound,0.5994
2001,E-Trade,https://superbowl-ads.com/2001-etrade-dot-com-ghost-town/,https://www.youtube.com/watch?v=ONZFkqzuMjI,False,False,False,False,True,True,False,ONZFkqzuMjI,youtube#video,ZxSbsLFdKgww7vniHFTXjouhl_Q,103433.0,167.0,7.0,0.0,3.0,2006-11-25T00:50:12Z,E-Trade Chimp On a Horse TV Commercial,E-Trade Chimp On a Horse 2001 super bowl commercial,,Nikos Kapsomenakis,24.0,155,compound,0.5994
2018,Bud Light,https://superbowl-ads.com/bud-light-ye-olde-pep-talk/,https://www.youtube.com/watch?v=xza7T89Lda4,True,True,False,False,True,True,False,xza7T89Lda4,youtube#video,B5inFXZgjZqW3C8U9ajiWHyJQbw,41441.0,224.0,7.0,0.0,9.0,2018-01-21T23:46:31Z,Bud Light | Battle Pep Talk Dilly Dilly,Bud Light | Battle Pep Talk Dilly Dilly,https://i.ytimg.com/vi/xza7T89Lda4/sddefault.jpg,Timmy Shouts,22.0,156,compound,-0.3818
2015,Doritos,https://superbowl-ads.com/2015-doritos-cheesy-pirates/,,True,False,False,False,True,False,True,,,,,,,,,,,,,,,157,compound,0.0
2010,Kia,https://superbowl-ads.com/hd-exclusive-kias-big-game-commercial-2010-super-bowl-44-xliv-ad/,https://www.youtube.com/watch?v=7q2yVq6fDEg,True,True,False,False,False,True,True,7q2yVq6fDEg,youtube#video,Buvi9zljz3Cg3WTL3o9dko3Nm8U,50850.0,92.0,4.0,0.0,11.0,2010-02-07T19:56:19Z,Kia - Big Game (2010 Super bowl Ad),"Kia's entrance into the world of Super bowl Ad Campaigns! In the biggest advertising campaign in the companies history, Kia has released this commercial featuring some quite literal party ""animals"". Did I mention they're stuffed, too?

See more 2010 Super bowl ads @ http://unbuyestauto.com.

Add is copyright © Kia Motors.
Kia is making it's entrance into the Super bowl commercial world. What do you think of their first Super bowl ad? Let us know what you think in the comments or on the website!",,UnbuyestAuto,2.0,158,compound,0.7859
2008,Doritos,https://superbowl-ads.com/2008-doritos-mouse-trap/,https://www.youtube.com/watch?v=h8qgk5tXuUA,True,True,False,False,True,False,False,h8qgk5tXuUA,youtube#video,0sjReyo_Qs7kkRY6IdLRZMpQOzU,232124.0,988.0,31.0,0.0,96.0,2008-02-04T18:43:56Z,"Funny Super Bowl Commercial 2008 - Doritos: ""Mouse Trap""","Superbowl Ads - Doritos: ""Mouse Trap""

Watch more hilarious commercials on 
http://ClearBroadcasting.com",,ClearBroadcasting,17.0,159,compound,0.1761
2012,Coca-Cola,https://superbowl-ads.com/2012-coca-cola-superstition/,https://www.youtube.com/watch?v=x1nttVdja9s,False,True,False,False,False,True,False,x1nttVdja9s,youtube#video,Af6F_IeVKyG26gQ9oL-Qehbytpw,10925.0,71.0,18.0,0.0,3.0,2013-10-28T06:50:01Z,"Coke 2012 Commercial - Coca-Cola Open Happiness - ""Superstition""","We all have our game day superstitions. Even Polar Bears. 
http://www.CokePolarBowl.com #GameDayPolarBears",https://i.ytimg.com/vi/x1nttVdja9s/sddefault.jpg,Coca-Cola Open Happiness,22.0,160,compound,0.0
2011,Hynudai,https://superbowl-ads.com/2011-hyundai-super-bowl-commercial-deprogramming-video/,https://www.youtube.com/watch?v=32d5c_IW2Xc,False,False,False,False,False,True,False,32d5c_IW2Xc,youtube#video,nDC5blF0yAf-uaTuP5c28S6w18s,92.0,1.0,0.0,0.0,0.0,2016-05-27T11:10:55Z,"Hyundai ""Deprogramming""","Mesmerizing mess

Before you look at this spot check your bank account so there's enough money to buy a new hyundai, that's the idea with this hypnotic spot, you'll get deprogrammed to wake up and get rid of your tiny compact car from the other car brands! We are no longer allowed to show flash frames of a brands product in the cinema commercial block, but this is ok so far

Director: StyleWar  lient: Hyundai  Agency: Innocean Worldwide Americas  Produced by: Smuggler L.A.  Post Production: StyleWar",https://i.ytimg.com/vi/32d5c_IW2Xc/sddefault.jpg,StylewarSweden,1.0,161,compound,-0.7133
